City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,laojunmiao,39.8333,97.7333,291.97,49,1,0.73,CN,1691699241
291,sooke,48.3746,-123.7276,296.09,77,56,11.32,CA,1691699243
292,sovetskaya,44.7769,41.1722,298.56,58,0,3.73,RU,1691699243
293,basco,20.4487,121.9702,301.3,85,55,9.61,PH,1691699244
294,saint-pierre,-21.3393,55.4781,292.97,68,0,3.6,RE,1691699244
295,novaya igirma,57.1334,103.9112,288.5,78,100,1.77,RU,1691699245
296,egilsstadir,65.2653,-14.3948,283.1,76,20,4.12,IS,1691699245
297,ngong,-1.3618,36.6566,289.0,62,96,2.03,KE,1691699246
298,gassol,8.5333,10.4667,297.01,93,100,0.93,NG,1691699246
299,howard springs,-12.497,131.047,295.1,70,95,3.06,AU,1691699247
300,labuan,5.2767,115.2417,300.35,83,20,1.03,MY,1691699248
301,rio branco,-9.9747,-67.81,308.49,43,40,3.09,BR,1691699012
302,susuman,62.7833,148.1667,285.5,58,6,0.72,RU,1691699249
303,maluso,6.543,121.8753,299.67,83,100,0.77,PH,1691699249
304,san ignacio de velasco,-16.3667,-60.95,309.81,21,0,5.65,BO,1691699250
305,sao francisco,-15.9486,-44.8644,304.14,22,4,3.29,BR,1691699250
306,hamilton,39.1834,-84.5333,301.44,64,40,6.17,US,1691699106
307,khandyga,62.6667,135.6,286.98,66,17,1.73,RU,1691699251
308,dawei,14.0833,98.2,297.69,93,89,0.62,MM,1691699252
309,goure,13.9835,10.2704,300.86,56,82,1.81,NE,1691699252
310,nilanga,18.1,76.7667,298.43,72,100,4.9,IN,1691699253
311,lisakovsk,52.5369,62.4936,290.06,80,99,5.1,KZ,1691699253
312,robertsport,6.7533,-11.3686,298.71,82,100,6.22,LR,1691699254
313,la romana,18.4273,-68.9728,300.35,89,75,2.57,DO,1691699254
314,bandipura,34.4167,74.65,292.41,90,13,1.69,IN,1691699256
315,punta del este,-34.9667,-54.95,291.21,89,100,4.12,UY,1691699256
316,sambava,-14.2667,50.1667,293.78,89,4,3.45,MG,1691699257
317,santa cruz,-17.8,-63.1667,305.18,48,20,12.35,BO,1691699257
318,san patricio,28.017,-97.5169,312.69,41,0,8.04,US,1691699258
319,nemuro,43.3236,145.575,292.06,99,100,6.53,JP,1691699259
320,vorgashor,67.5833,63.95,279.51,93,44,3.47,RU,1691699259
321,pandan,14.0453,124.1694,300.03,85,100,2.82,PH,1691699260
322,varto,39.1732,41.4559,297.57,24,2,1.08,TR,1691699260
323,port saint john's,-31.6229,29.5448,290.69,86,9,6.41,ZA,1691699261
324,jaumave,23.4167,-99.3833,311.0,30,3,3.91,MX,1691699262
325,zeerust,-25.5369,26.0751,288.26,41,99,2.21,ZA,1691699262
326,potosi,-19.5836,-65.7531,290.63,25,0,4.12,BO,1691699263
327,gadzhiyevo,69.2551,33.3362,291.17,68,0,4.94,RU,1691699263
328,taulaga,-11.0553,-171.0883,301.33,72,91,5.81,AS,1691699264
329,mawu,29.5923,107.3139,297.72,91,54,1.73,CN,1691699265
330,itoman,26.1247,127.6694,300.58,94,20,2.57,JP,1691699265
331,maumere,-8.6199,122.2111,296.73,77,25,1.53,ID,1691699266
332,yaren,-0.5472,166.916,301.02,72,6,1.25,NR,1691699266
333,la sarre,48.8002,-79.1996,293.64,60,53,3.27,CA,1691699267
334,esquina,-30.0144,-59.5272,298.3,55,100,2.34,AR,1691699267
335,souillac,-20.5167,57.5167,293.36,88,20,1.54,MU,1691699268
336,mount pearl,47.5166,-52.7813,294.73,89,75,4.12,CA,1691699268
337,safford,32.834,-109.7076,309.88,27,0,6.17,US,1691699269
338,mach,29.8637,67.3298,304.67,41,41,1.51,PK,1691699269
339,halifax,44.6453,-63.5724,299.51,62,37,6.71,CA,1691699073
340,jianguang,28.1938,115.7836,299.77,83,100,0.86,CN,1691699270
341,luganville,-15.5333,167.1667,293.26,69,95,5.35,VU,1691699271
342,wangkui,46.8333,126.5,290.91,95,11,2.11,CN,1691699271
343,monteagudo,-19.8167,-63.9833,307.53,19,0,3.96,BO,1691699272
344,merizo village,13.2658,144.6691,299.46,94,100,10.02,GU,1691699273
345,mount gambier,-37.8333,140.7667,282.16,93,100,2.66,AU,1691699273
346,nizhnekamsk,55.6366,51.8245,294.59,64,0,3.0,RU,1691699274
347,barah,13.7,30.3667,300.5,64,100,6.57,SD,1691699274
348,enewetak,11.3474,162.3373,301.46,77,35,4.71,MH,1691699275
349,hell-ville,-13.4,48.2667,298.05,71,2,1.96,MG,1691699276
350,betul,21.9153,77.8961,295.41,86,11,2.09,IN,1691699276
351,villamontes,-21.25,-63.5,306.46,21,0,1.57,BO,1691699277
352,victorica,-36.2151,-65.4359,293.05,22,51,4.07,AR,1691699277
353,camarinas,43.1311,-9.1817,295.33,90,69,4.01,ES,1691699278
354,virrat,62.2476,23.78,285.76,92,54,2.8,FI,1691699279
355,yangliuqing,39.1375,116.9997,299.12,71,0,2.71,CN,1691699279
356,nema,57.5067,50.5011,291.4,75,0,2.09,RU,1691699280
357,taroudant,30.4703,-8.877,312.05,17,95,2.73,MA,1691699281
358,waddan,29.1614,16.139,302.2,35,0,4.99,LY,1691699281
359,shanhaiguan,39.9988,119.7564,294.95,66,4,3.25,CN,1691699282
360,yigo village,13.5361,144.8886,298.77,91,20,6.69,GU,1691699283
361,dryden,49.7833,-92.7503,292.31,55,20,2.57,CA,1691699226
362,vorkuta,67.5,64.0,279.82,93,42,3.45,RU,1691699285
363,lerwick,60.1545,-1.1494,287.15,88,13,3.24,GB,1691699285
364,glen innes,-29.7333,151.7333,276.53,83,0,1.1,AU,1691699286
365,urangan,-25.3,152.9,289.48,73,0,2.5,AU,1691699286
366,pitimbu,-7.4706,-34.8086,299.48,77,6,6.39,BR,1691699287
367,karratha,-20.7377,116.8463,293.41,56,0,2.88,AU,1691699287
368,erattupetta,9.7,76.7833,297.13,97,100,0.72,IN,1691699288
369,itamaraca,-7.7478,-34.8256,299.18,74,13,5.36,BR,1691699289
370,kazerun,29.6195,51.6541,304.44,26,59,2.0,IR,1691699289
371,maitum,6.0392,124.4986,298.99,79,100,1.69,PH,1691699290
372,cestos city,5.46,-9.5828,298.16,83,100,4.92,LR,1691699290
373,raigarh,21.9,83.4,299.32,75,100,1.29,IN,1691699291
374,lata,40.1629,-8.3327,296.44,78,0,1.72,PT,1691699292
375,arklow,52.7931,-6.1414,291.53,98,79,6.46,IE,1691699292
376,claremont,34.0967,-117.7198,301.77,75,100,4.12,US,1691699293
377,kone,-21.0595,164.8658,286.79,71,0,2.24,NC,1691699293
378,ust'-ilimsk,58.0006,102.6619,288.99,76,100,1.82,RU,1691699256
379,sampit,-2.5333,112.95,295.38,89,59,0.98,ID,1691699294
380,yanam,16.7333,82.2167,299.96,76,100,1.87,IN,1691699295
381,solnechnyy,50.7214,136.6319,286.68,95,100,1.09,RU,1691699296
382,fort stockton,30.894,-102.8793,315.18,15,40,3.62,US,1691699296
383,namibe,-15.1961,12.1522,289.33,89,24,3.57,AO,1691699297
384,bratsk,56.1325,101.6142,285.42,90,6,2.12,RU,1691699269
385,hadibu,12.65,54.0333,298.74,81,47,6.61,YE,1691699298
386,amos,48.5669,-78.1162,292.61,75,44,3.25,CA,1691699299
387,mcalester,34.9334,-95.7697,307.6,63,20,3.09,US,1691699299
388,tukrah,32.5341,20.5791,299.14,64,0,6.33,LY,1691699300
389,santa ana,33.7456,-117.8678,301.71,74,75,4.63,US,1691699300
390,lichuan,30.3,108.85,292.81,97,5,0.92,CN,1691699301
391,arish,31.1316,33.7984,299.72,74,3,3.51,EG,1691699301
392,gorontalo,0.5412,123.0595,296.43,91,100,2.21,ID,1691699302
393,haapsalu,58.9431,23.5414,287.54,88,94,5.63,EE,1691699303
394,hami,42.8,93.45,301.63,23,0,3.61,CN,1691699303
395,krotovka,53.2858,51.1686,295.17,43,1,3.19,RU,1691699304
396,fortuna,40.5982,-124.1573,294.78,79,75,3.6,US,1691699304
397,linxi,39.7,118.4333,296.31,82,53,2.55,CN,1691699305
398,labrador city,52.9463,-66.9114,290.1,72,75,2.57,CA,1691699305
399,vernon,50.2581,-119.2691,297.93,52,63,1.54,CA,1691699306
400,popondetta,-8.7537,148.2534,294.9,90,100,0.6,PG,1691699306
401,n'dalatando,-9.2978,14.9116,294.12,62,4,1.62,AO,1691699307
402,fuente obejuna,38.2667,-5.4167,304.66,14,0,3.31,ES,1691699308
403,kerikeri,-35.2268,173.9474,278.66,93,50,2.03,NZ,1691699309
404,trail,49.0998,-117.7022,301.31,32,66,2.06,CA,1691699309
405,baiyin,36.5583,104.2081,293.5,66,100,6.05,CN,1691699310
406,jincheng,35.5022,112.8328,295.74,88,91,0.52,CN,1691699310
407,orchard mesa,39.043,-108.5523,306.54,23,0,3.09,US,1691699311
408,upper hutt,-41.1383,175.0502,281.77,90,92,2.75,NZ,1691699312
409,ad dabbah,18.05,30.95,308.22,32,95,3.14,SD,1691699312
410,garissa,-0.4536,39.6401,297.05,64,17,9.05,KE,1691699313
411,dapa,9.7594,126.0531,300.86,78,97,4.54,PH,1691699313
412,sao joao da barra,-21.6403,-41.0511,298.2,79,12,7.35,BR,1691699314
413,kristiansund,63.1115,7.732,284.51,87,100,3.09,NO,1691699315
414,selkirk,50.1436,-96.8845,294.19,32,96,4.81,CA,1691699315
415,oranjemund,-28.55,16.4333,290.72,63,24,2.03,NA,1691699316
416,i-n-salah,27.1935,2.4607,310.55,13,0,4.82,DZ,1691699317
417,vila velha,-20.3297,-40.2925,297.12,84,75,5.14,BR,1691699317
418,caransebes,45.4167,22.2167,287.6,81,14,1.4,RO,1691699318
419,santo antonio do leverger,-15.8656,-56.0767,311.36,12,0,3.47,BR,1691699318
420,murzuq,25.9155,13.9184,303.84,23,0,4.31,LY,1691699319
421,pirallahi,40.4723,50.333,300.23,52,0,1.93,AZ,1691699319
422,taoudenni,22.6783,-3.9836,314.62,11,4,3.83,ML,1691699244
423,chavusy,53.8075,30.9712,288.95,64,100,2.92,BY,1691699321
424,singaraja,-8.112,115.0882,296.2,76,44,2.21,ID,1691699321
425,mata-utu,-13.2816,-176.1745,301.26,73,97,6.42,WF,1691699322
426,newman,37.3138,-121.0208,307.07,15,0,1.99,US,1691699299
427,zanjan,36.6736,48.4787,295.15,41,0,3.16,IR,1691699323
428,el vigia,8.6219,-71.6506,307.16,53,84,1.19,VE,1691699323
429,inderbor,48.55,51.7833,300.82,28,0,4.33,KZ,1691699324
430,moose jaw,50.4001,-105.5344,298.3,44,40,7.72,CA,1691699324
431,hilton head island,32.2163,-80.7526,307.59,61,0,6.17,US,1691699325
432,shinas,24.7433,56.4658,305.17,71,6,1.24,OM,1691699326
433,magdagachi,53.45,125.8,287.08,95,45,1.07,RU,1691699326
434,ta`u,-14.2336,-169.5144,300.57,76,100,6.63,AS,1691699327
435,byaroza,52.5314,24.9786,288.11,85,90,0.78,BY,1691699328
436,sinabang,2.4803,96.3801,298.99,85,100,2.26,ID,1691699295
437,port augusta,-32.5,137.7667,280.96,83,0,2.23,AU,1691699329
438,tucuma,-0.1833,-50.05,302.1,68,19,4.06,BR,1691699329
439,hotan,37.0997,79.9269,302.57,18,99,3.74,CN,1691699331
440,wentworth falls,-33.7167,150.3833,274.5,90,1,1.79,AU,1691699331
441,jisr ash shughur,35.8143,36.3206,297.34,90,2,2.75,SY,1691699332
442,piritiba,-11.7303,-40.5553,299.31,41,10,3.86,BR,1691699333
443,ebaye,8.7748,167.7392,301.16,78,100,4.8,MH,1691699333
444,mori,34.8333,137.9333,299.86,80,0,3.24,JP,1691699334
445,peterhead,57.5058,-1.7981,291.73,95,3,5.87,GB,1691699335
446,acarau,-2.8856,-40.12,300.57,68,33,8.42,BR,1691699269
447,san luis de la loma,17.2706,-100.8939,303.71,68,100,3.13,MX,1691699336
448,al bawiti,28.3492,28.8659,302.37,34,0,5.06,EG,1691699336
449,bac lieu,9.285,105.7244,299.35,87,26,4.73,VN,1691699337
450,kirishi,59.4471,32.0205,288.95,68,12,1.81,RU,1691699337
451,ramon',51.9157,39.3361,297.17,64,0,3.0,RU,1691699338
452,dedougou,12.4667,-3.4667,297.33,87,97,4.15,BF,1691699338
453,istok,42.7808,20.4875,287.51,79,10,2.66,XK,1691699339
454,borogontsy,62.6683,131.1683,285.64,71,0,2.73,RU,1691699339
455,lyskovo,56.0328,45.0422,293.88,76,5,0.77,RU,1691699340
456,khanty-mansiysk,61.0042,69.0019,286.21,62,0,3.13,RU,1691699341
457,chos malal,-37.3781,-70.2709,280.6,72,83,9.47,AR,1691699343
458,griffith,41.5284,-87.4237,302.53,69,75,6.17,US,1691699344
459,lagoa,39.05,-27.9833,295.95,66,47,3.34,PT,1691699344
460,ust'-kut,56.7938,105.7672,288.53,97,100,1.67,RU,1691699345
461,igarka,67.4667,86.5833,284.31,93,100,6.06,RU,1691699323
462,pachino,36.7186,15.0907,297.51,64,0,0.74,IT,1691699346
463,totness,5.8833,-56.3167,301.98,68,20,5.48,SR,1691699346
464,andilamena,-17.0167,48.5833,286.83,98,38,1.73,MG,1691699347
465,bumba,2.1833,22.4667,296.27,90,100,0.73,CD,1691699347
466,vilhena,-12.7406,-60.1458,306.27,35,40,5.14,BR,1691699348
467,el granada,37.5027,-122.4694,305.97,74,75,5.66,US,1691699349
468,suva,-18.1416,178.4415,292.86,100,100,0.0,FJ,1691699349
469,kupang,-10.1667,123.5833,296.1,81,53,4.32,ID,1691699350
470,rondonopolis,-16.4708,-54.6356,311.42,13,0,4.68,BR,1691699350
471,kampong cham,11.9934,105.4635,300.75,73,98,3.91,KH,1691699351
472,praia,14.9215,-23.5087,300.45,65,20,4.63,CV,1691699352
473,sittwe,20.15,92.9,298.92,88,100,1.89,MM,1691699353
474,warrnambool,-38.3833,142.4833,281.11,75,100,4.82,AU,1691699333
475,stornoway,58.2093,-6.3865,291.53,85,40,0.51,GB,1691699354
476,molochnoye,59.2917,39.6787,291.15,93,79,2.16,RU,1691699355
477,campo formoso,-10.5075,-40.3214,300.43,35,0,4.47,BR,1691699355
478,pasni,25.2631,63.471,300.16,83,91,6.19,PK,1691699356
479,shaowu,27.3409,117.4831,297.48,95,74,0.63,CN,1691699357
480,okehampton,50.7384,-4.0016,291.59,92,83,3.97,GB,1691699222
481,miguel alves,-4.1656,-42.8953,308.52,27,19,0.79,BR,1691699358
482,tulun,54.5611,100.5792,285.61,92,6,1.14,RU,1691699358
483,happy valley-goose bay,53.3168,-60.3315,290.32,63,75,4.63,CA,1691699359
484,polyarnyy,69.1989,33.4478,290.99,70,0,4.88,RU,1691699359
485,beboto,8.2668,16.939,295.16,94,99,0.92,TD,1691699360
486,bayanaul,50.7889,75.6956,290.08,74,100,6.14,KZ,1691699360
487,alo,7.4178,6.7371,297.26,93,100,1.76,NG,1691699361
488,mcpherson,38.3708,-97.6642,307.09,52,92,4.71,US,1691699115
489,topolobampo,25.6,-109.05,308.1,43,75,8.23,MX,1691699362
490,dhromolaxia,34.8755,33.5868,301.89,74,0,2.24,CY,1691699362
491,jasper,37.2001,-94.3502,305.99,52,40,1.54,US,1691699363
492,saskatoon,52.1168,-106.6345,294.14,68,75,5.14,CA,1691699218
493,geraldton,-28.7667,114.6,286.38,94,100,0.51,AU,1691699364
494,viedma,-40.8135,-62.9967,291.44,30,100,6.55,AR,1691699365
495,naze,28.3667,129.4833,296.66,88,100,1.92,JP,1691699365
496,quellon,-43.1167,-73.6167,280.29,81,75,8.23,CL,1691699228
497,al kharijah,25.4514,30.5464,305.72,19,0,4.86,EG,1691699367
498,half moon bay,37.4636,-122.4286,305.96,71,75,5.66,US,1691699367
499,mitu,1.1983,-70.1733,301.9,78,66,1.58,CO,1691699368
500,tsiombe,-25.3,45.4833,290.36,73,21,4.38,MG,1691699253
501,businga,3.3333,20.8833,295.43,94,91,1.17,CD,1691699369
502,yulinshi,38.2906,109.7494,297.26,79,100,2.62,CN,1691699370
503,corner brook,48.9667,-57.9484,289.24,97,100,2.24,CA,1691699370
504,nuku'alofa,-21.1333,-175.2,296.34,88,75,3.09,TO,1691699371
505,ust-tsilma,65.441,52.1498,286.7,74,0,1.5,RU,1691699371
506,at taj,24.2049,23.2857,308.28,23,27,7.64,LY,1691699372
507,callao,-12.0667,-77.15,294.66,73,100,7.2,PE,1691699150
508,argo,37.6333,22.7333,299.7,67,73,1.02,GR,1691699373
509,tashtagol,52.7657,87.8894,289.66,72,100,2.01,RU,1691699373
510,kalemie,-5.9475,29.1947,295.73,58,0,1.01,CD,1691699374
511,eyl,7.9803,49.8164,297.96,80,60,10.75,SO,1691699374
512,taroa,8.7058,171.2275,300.8,72,44,5.65,MH,1691699375
513,jertih,5.7336,102.4897,297.08,92,10,1.75,MY,1691699376
514,qarazhal,48.0078,70.7903,294.49,55,18,2.76,KZ,1691699377
515,west bay,19.3667,-81.4167,305.19,77,20,0.0,KY,1691699377
516,new plymouth,-39.0667,174.0833,279.44,65,1,2.1,NZ,1691699182
517,tuy hoa,13.0833,109.3,300.13,78,60,2.97,VN,1691699378
518,queenstown,-31.8976,26.8753,285.77,48,0,2.16,ZA,1691699296
519,thunder bay,48.4001,-89.3168,292.14,55,75,4.12,CA,1691699122
520,ingeniero jacobacci,-41.3427,-69.5448,282.49,50,3,13.2,AR,1691699380
521,aldinga beach,-35.2793,138.4604,284.08,85,29,2.61,AU,1691699382
522,inhambane,-23.865,35.3833,291.16,70,0,3.61,MZ,1691699382
523,brandon,27.9378,-82.2859,309.88,69,40,3.6,US,1691699121
524,balqash,46.8481,74.995,296.58,56,35,2.18,KZ,1691699384
525,caleta de carquin,-11.0925,-77.6267,294.06,73,11,6.36,PE,1691699384
526,mao,39.8885,4.2658,299.46,83,20,1.54,ES,1691699385
527,general acha,-37.377,-64.6043,292.1,25,100,8.04,AR,1691699385
528,castillos,-34.1667,-53.8333,290.18,84,100,3.17,UY,1691699305
529,island harbour,50.724,-1.2758,292.68,89,21,0.45,GB,1691699387
530,qashar,53.3906,62.9297,288.03,81,98,3.73,KZ,1691699387
531,sanctuary point,-35.1114,150.629,282.03,78,0,2.39,AU,1691699388
532,bozoum,6.3193,16.3799,293.63,96,98,0.72,CF,1691699388
533,amahai,-3.3333,128.9167,296.73,88,84,2.08,ID,1691699389
534,naukot,24.8587,69.4024,301.99,68,89,7.96,PK,1691699389
535,tokar,18.4254,37.729,307.45,39,1,9.58,SD,1691699287
536,svetlyy,54.675,20.1347,286.46,78,100,1.71,RU,1691699390
537,alexandria,31.2156,29.9553,299.45,65,0,5.07,EG,1691699391
538,sanming,26.2486,117.6186,297.5,97,100,0.96,CN,1691699392
539,boende,-0.2167,20.8667,296.91,87,100,0.54,CD,1691699392
540,levuka,50.1834,-105.4011,298.0,44,40,7.72,CA,1691699393
541,marsh harbour,26.5412,-77.0636,303.31,67,29,0.86,BS,1691699393
542,guaruja,-23.9931,-46.2564,296.98,26,75,2.57,BR,1691699180
543,afif,23.9065,42.9172,304.8,10,33,3.48,SA,1691699394
544,el calafate,-50.3408,-72.2768,276.38,97,100,0.9,AR,1691699395
545,fort st. john,56.2499,-120.8529,290.09,72,75,5.14,CA,1691699396
546,fort saskatchewan,53.7168,-113.2187,295.2,56,75,7.72,CA,1691699396
547,general tinio,15.35,121.05,297.88,94,97,0.52,PH,1691699397
548,tra vinh,9.9347,106.3453,298.76,90,79,3.36,VN,1691699398
549,taco pozo,-25.6167,-63.2833,305.87,24,15,4.29,AR,1691699398
550,poronaysk,49.2167,143.1167,285.41,97,100,1.75,RU,1691699400
551,thal,35.4791,72.2439,291.52,85,77,0.49,PK,1691699401
552,rio de janeiro,-22.9028,-43.2075,299.27,74,0,5.14,BR,1691699402
553,launceston,-41.45,147.1667,280.26,100,75,3.6,AU,1691699407
554,ma'an,26.9775,110.7211,296.56,90,0,0.75,CN,1691699407
555,amasra,41.7463,32.3863,295.31,88,52,2.06,TR,1691699408
556,isna,25.2934,32.554,306.16,22,0,6.64,EG,1691699409
557,peniche,39.3558,-9.3811,294.88,87,0,5.29,PT,1691699410
558,yamada,39.4667,141.95,297.89,93,52,1.86,JP,1691699411
559,tacuarembo,-31.7333,-55.9833,292.15,82,100,2.21,UY,1691699411
560,zarasai,55.7333,26.25,286.22,92,56,1.13,LT,1691699412
561,saldanha,-33.0117,17.9442,286.18,78,0,4.93,ZA,1691699412
562,kedougou,12.5579,-12.1743,298.78,84,86,1.98,SN,1691699413
563,isola di capo rizzuto,38.96,17.0933,296.56,73,0,0.51,IT,1691699414
564,mulanur,10.7667,77.7167,298.25,84,100,3.53,IN,1691699414
565,la ronge,55.1001,-105.2842,286.29,94,100,6.69,CA,1691699415
566,kasson,44.03,-92.7507,301.08,60,0,0.0,US,1691699416
567,calama,-22.4667,-68.9333,296.42,9,0,6.69,CL,1691699353
568,oleksandrivka,48.9634,32.2349,291.9,80,100,5.23,UA,1691699417
569,chabahar,25.2919,60.643,300.79,84,74,2.93,IR,1691699417
570,choibalsan,48.0667,114.5,290.68,83,96,2.84,MN,1691699418
571,bereeda,11.8704,51.0579,303.09,62,100,3.23,SO,1691699418
572,bontang,0.1333,117.5,297.9,89,100,4.18,ID,1691699419
573,uruzgan,32.8333,66.0,296.88,21,4,0.73,AF,1691699420
574,mantua,45.1667,10.7833,297.73,77,37,2.24,IT,1691699421
575,tromso,69.6496,18.957,287.16,88,75,2.06,NO,1691699421
576,shahr-e kord,32.3256,50.8644,292.02,24,0,2.06,IR,1691699422
577,kathu,7.9178,98.3332,302.98,75,47,3.31,TH,1691699423
578,kirando,-7.4167,30.6,297.14,54,2,3.47,TZ,1691699423
579,gole,52.1665,20.4937,292.09,63,76,1.72,PL,1691699425
580,new ross,52.3967,-6.9367,291.03,1,100,5.37,IE,1691699425
581,rice lake,45.5061,-91.7382,299.62,50,0,2.57,US,1691699171
582,springbok,-29.6643,17.8865,289.64,24,10,4.09,ZA,1691699426
